entry,at,order
"""Raghav @ RGHAV001"" calls 60",2025-11-15 20:52:30+0000,1853
"""Gagan @ GAGAN001"" calls 60",2025-11-15 20:52:30+0000,1854
"""Justin @ JSTN0001"" calls 60",2025-11-15 20:52:30+0000,1855
"""Anujan @ ANJN0001"" folds",2025-11-15 20:52:30+0000,1856
"Flop:  [8♠, 7♦, 5♦]",2025-11-15 20:52:30+0000,1857
"""Justin @ JSTN0001"" checks",2025-11-15 20:52:30+0000,1858
"""Param @ PARAM001"" checks",2025-11-15 20:52:30+0000,1859
"""Nadish @ NADSH001"" checks",2025-11-15 20:52:30+0000,1860
"""Raghav @ RGHAV001"" checks",2025-11-15 20:52:30+0000,1861
"""Gagan @ GAGAN001"" checks",2025-11-15 20:52:30+0000,1862
"Turn: 8♠, 7♦, 5♦ [K♣]",2025-11-15 20:52:30+0000,1863
"""Justin @ JSTN0001"" checks",2025-11-15 20:52:30+0000,1864
"""Param @ PARAM001"" bets 292",2025-11-15 20:52:30+0000,1865
"""Nadish @ NADSH001"" raises to 1138",2025-11-15 20:52:30+0000,1866
"""Raghav @ RGHAV001"" calls 1138",2025-11-15 20:52:30+0000,1867
"""Gagan @ GAGAN001"" folds",2025-11-15 20:52:30+0000,1868
"""Justin @ JSTN0001"" folds",2025-11-15 20:52:30+0000,1869
"""Param @ PARAM001"" calls 1138",2025-11-15 20:52:30+0000,1870
"River: 8♠, 7♦, 5♦, K♣ [7♥]",2025-11-15 20:52:30+0000,1871
"""Param @ PARAM001"" checks",2025-11-15 20:52:30+0000,1872
"""Nadish @ NADSH001"" bets 1816",2025-11-15 20:52:30+0000,1873
"""Raghav @ RGHAV001"" raises to 2841",2025-11-15 20:52:30+0000,1874
"""Param @ PARAM001"" calls 1246",2025-11-15 20:52:30+0000,1875
"""Param @ PARAM001"" folds",2025-11-15 20:52:30+0000,1876
"""Nadish @ NADSH001"" raises to 8057",2025-11-15 20:52:30+0000,1877
"""Raghav @ RGHAV001"" folds",2025-11-15 20:52:30+0000,1878
"""Nadish @ NADSH001"" collected 15878 from pot",2025-11-15 20:52:30+0000,1879
"-- ending hand #76 --",2025-11-15 20:52:30+0000,1880
"-- starting hand #75 (id: 0z4l4aw2kvkz)  No Limit Texas Hold'em (dealer: ""Raghav @ RGHAV001"") --",2025-11-15 20:51:00+0000,1834
"Player stacks: #1 ""Param @ PARAM001"" (2444) | #2 ""Nadish @ NADSH001"" (9792) | #3 ""Raghav @ RGHAV001"" (4039) | #4 ""Gagan @ GAGAN001"" (7563) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (1287)",2025-11-15 20:51:00+0000,1835
"Your hand is Q♣, 7♦",2025-11-15 20:51:00+0000,1836
"""Gagan @ GAGAN001"" posts a small blind of 10",2025-11-15 20:51:00+0000,1837
"""Justin @ JSTN0001"" posts a big blind of 20",2025-11-15 20:51:00+0000,1838
"""Anujan @ ANJN0001"" folds",2025-11-15 20:51:00+0000,1839
"""Param @ PARAM001"" folds",2025-11-15 20:51:00+0000,1840
"""Nadish @ NADSH001"" folds",2025-11-15 20:51:00+0000,1841
"""Raghav @ RGHAV001"" folds",2025-11-15 20:51:00+0000,1842
"""Gagan @ GAGAN001"" folds",2025-11-15 20:51:00+0000,1843
"""Justin @ JSTN0001"" collected 30 from pot",2025-11-15 20:51:00+0000,1844
"-- ending hand #75 --",2025-11-15 20:51:00+0000,1845
"-- starting hand #74 (id: 51438fq0d0re)  No Limit Texas Hold'em (dealer: ""Nadish @ NADSH001"") --",2025-11-15 20:49:30+0000,1822
"Player stacks: #1 ""Param @ PARAM001"" (2444) | #2 ""Nadish @ NADSH001"" (9792) | #3 ""Raghav @ RGHAV001"" (4049) | #4 ""Gagan @ GAGAN001"" (7553) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (1287)",2025-11-15 20:49:30+0000,1823
"Your hand is 3♠, 7♥",2025-11-15 20:49:30+0000,1824
"""Raghav @ RGHAV001"" posts a small blind of 10",2025-11-15 20:49:30+0000,1825
"""Gagan @ GAGAN001"" posts a big blind of 20",2025-11-15 20:49:30+0000,1826
"""Justin @ JSTN0001"" folds",2025-11-15 20:49:30+0000,1827
"""Anujan @ ANJN0001"" folds",2025-11-15 20:49:30+0000,1828
"""Param @ PARAM001"" folds",2025-11-15 20:49:30+0000,1829
"""Nadish @ NADSH001"" folds",2025-11-15 20:49:30+0000,1830
"""Raghav @ RGHAV001"" folds",2025-11-15 20:49:30+0000,1831
"""Gagan @ GAGAN001"" collected 30 from pot",2025-11-15 20:49:30+0000,1832
"-- ending hand #74 --",2025-11-15 20:49:30+0000,1833
"-- starting hand #73 (id: fed1diyx1qa3)  No Limit Texas Hold'em (dealer: ""Param @ PARAM001"") --",2025-11-15 20:48:00+0000,1791
"Player stacks: #1 ""Param @ PARAM001"" (2444) | #2 ""Nadish @ NADSH001"" (8332) | #3 ""Raghav @ RGHAV001"" (4779) | #4 ""Gagan @ GAGAN001"" (7553) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (2017)",2025-11-15 20:48:00+0000,1792
"Your hand is 5♥, J♠",2025-11-15 20:48:00+0000,1793
"""Nadish @ NADSH001"" posts a small blind of 10",2025-11-15 20:48:00+0000,1794
"""Raghav @ RGHAV001"" posts a big blind of 20",2025-11-15 20:48:00+0000,1795
"""Gagan @ GAGAN001"" folds",2025-11-15 20:48:00+0000,1796
"""Justin @ JSTN0001"" folds",2025-11-15 20:48:00+0000,1797
"""Anujan @ ANJN0001"" calls 20",2025-11-15 20:48:00+0000,1798
"""Param @ PARAM001"" folds",2025-11-15 20:48:00+0000,1799
"""Nadish @ NADSH001"" calls 20",2025-11-15 20:48:00+0000,1800
"""Raghav @ RGHAV001"" checks",2025-11-15 20:48:00+0000,1801
"Flop:  [2♦, 6♣, J♦]",2025-11-15 20:48:00+0000,1802
"""Nadish @ NADSH001"" checks",2025-11-15 20:48:00+0000,1803
"""Raghav @ RGHAV001"" checks",2025-11-15 20:48:00+0000,1804
"""Anujan @ ANJN0001"" checks",2025-11-15 20:48:00+0000,1805
"Turn: 2♦, 6♣, J♦ [8♦]",2025-11-15 20:48:00+0000,1806
"""Nadish @ NADSH001"" bets 50",2025-11-15 20:48:00+0000,1807
"""Raghav @ RGHAV001"" calls 50",2025-11-15 20:48:00+0000,1808
"""Anujan @ ANJN0001"" calls 50",2025-11-15 20:48:00+0000,1809
"River: 2♦, 6♣, J♦, 8♦ [Q♠]",2025-11-15 20:48:00+0000,1810
"""Nadish @ NADSH001"" checks",2025-11-15 20:48:00+0000,1811
"""Raghav @ RGHAV001"" checks",2025-11-15 20:48:00+0000,1812
"""Anujan @ ANJN0001"" bets 188",2025-11-15 20:48:00+0000,1813
"""Nadish @ NADSH001"" raises to 660",2025-11-15 20:48:00+0000,1814
"""Raghav @ RGHAV001"" calls 660",2025-11-15 20:48:00+0000,1815
"""Anujan @ ANJN0001"" calls 660",2025-11-15 20:48:00+0000,1816
"""Nadish @ NADSH001"" shows a 6♥, Q♥.",2025-11-15 20:48:00+0000,1817
"""Raghav @ RGHAV001"" shows a 9♣, 9♦.",2025-11-15 20:48:00+0000,1818
"""Anujan @ ANJN0001"" shows a K♦, 2♥.",2025-11-15 20:48:00+0000,1819
"""Nadish @ NADSH001"" collected 2190 from pot",2025-11-15 20:48:00+0000,1820
"-- ending hand #73 --",2025-11-15 20:48:00+0000,1821
"-- starting hand #72 (id: hscege0k49vn)  No Limit Texas Hold'em (dealer: ""Anujan @ ANJN0001"") --",2025-11-15 20:46:30+0000,1763
"Player stacks: #1 ""Param @ PARAM001"" (3351) | #2 ""Nadish @ NADSH001"" (6498) | #3 ""Raghav @ RGHAV001"" (4779) | #4 ""Gagan @ GAGAN001"" (8460) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (2037)",2025-11-15 20:46:30+0000,1764
"Your hand is 4♦, Q♥",2025-11-15 20:46:30+0000,1765
"""Param @ PARAM001"" posts a small blind of 10",2025-11-15 20:46:30+0000,1766
"""Nadish @ NADSH001"" posts a big blind of 20",2025-11-15 20:46:30+0000,1767
"""Raghav @ RGHAV001"" folds",2025-11-15 20:46:30+0000,1768
"""Gagan @ GAGAN001"" calls 20",2025-11-15 20:46:30+0000,1769
"""Justin @ JSTN0001"" folds",2025-11-15 20:46:30+0000,1770
"""Anujan @ ANJN0001"" calls 20",2025-11-15 20:46:30+0000,1771
"""Param @ PARAM001"" calls 20",2025-11-15 20:46:30+0000,1772
"""Nadish @ NADSH001"" checks",2025-11-15 20:46:30+0000,1773
"Flop:  [2♣, 2♥, K♣]",2025-11-15 20:46:30+0000,1774
"""Param @ PARAM001"" bets 58",2025-11-15 20:46:30+0000,1775
"""Nadish @ NADSH001"" calls 58",2025-11-15 20:46:30+0000,1776
"""Gagan @ GAGAN001"" calls 58",2025-11-15 20:46:30+0000,1777
"""Anujan @ ANJN0001"" folds",2025-11-15 20:46:30+0000,1778
"Turn: 2♣, 2♥, K♣ [9♥]",2025-11-15 20:46:30+0000,1779
"""Param @ PARAM001"" bets 225",2025-11-15 20:46:30+0000,1780
"""Nadish @ NADSH001"" calls 225",2025-11-15 20:46:30+0000,1781
"""Gagan @ GAGAN001"" calls 225",2025-11-15 20:46:30+0000,1782
"River: 2♣, 2♥, K♣, 9♥ [7♣]",2025-11-15 20:46:30+0000,1783
"""Param @ PARAM001"" bets 604",2025-11-15 20:46:30+0000,1784
"""Nadish @ NADSH001"" calls 604",2025-11-15 20:46:30+0000,1785
"""Gagan @ GAGAN001"" calls 604",2025-11-15 20:46:30+0000,1786
"""Nadish @ NADSH001"" shows a Q♦, 2♠.",2025-11-15 20:46:30+0000,1787
"""Gagan @ GAGAN001"" shows a 6♠, 8♦.",2025-11-15 20:46:30+0000,1788
"""Nadish @ NADSH001"" collected 2741 from pot",2025-11-15 20:46:30+0000,1789
"-- ending hand #72 --",2025-11-15 20:46:30+0000,1790
"-- starting hand #71 (id: 7ojgp0uwd41e)  No Limit Texas Hold'em (dealer: ""Justin @ JSTN0001"") --",2025-11-15 20:45:00+0000,1738
"Player stacks: #1 ""Param @ PARAM001"" (2883) | #2 ""Nadish @ NADSH001"" (6936) | #3 ""Raghav @ RGHAV001"" (4779) | #4 ""Gagan @ GAGAN001"" (8480) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (2047)",2025-11-15 20:45:00+0000,1739
"Your hand is J♣, Q♠",2025-11-15 20:45:00+0000,1740
"""Anujan @ ANJN0001"" posts a small blind of 10",2025-11-15 20:45:00+0000,1741
"""Param @ PARAM001"" posts a big blind of 20",2025-11-15 20:45:00+0000,1742
"""Nadish @ NADSH001"" calls 20",2025-11-15 20:45:00+0000,1743
"""Raghav @ RGHAV001"" folds",2025-11-15 20:45:00+0000,1744
"""Gagan @ GAGAN001"" calls 20",2025-11-15 20:45:00+0000,1745
"""Justin @ JSTN0001"" folds",2025-11-15 20:45:00+0000,1746
"""Anujan @ ANJN0001"" folds",2025-11-15 20:45:00+0000,1747
"""Param @ PARAM001"" checks",2025-11-15 20:45:00+0000,1748
"Flop:  [Q♥, K♥, 2♦]",2025-11-15 20:45:00+0000,1749
"""Param @ PARAM001"" bets 53",2025-11-15 20:45:00+0000,1750
"""Nadish @ NADSH001"" calls 53",2025-11-15 20:45:00+0000,1751
"""Gagan @ GAGAN001"" folds",2025-11-15 20:45:00+0000,1752
"Turn: Q♥, K♥, 2♦ [A♠]",2025-11-15 20:45:00+0000,1753
"""Param @ PARAM001"" bets 88",2025-11-15 20:45:00+0000,1754
"""Nadish @ NADSH001"" calls 88",2025-11-15 20:45:00+0000,1755
"River: Q♥, K♥, 2♦, A♠ [J♠]",2025-11-15 20:45:00+0000,1756
"""Param @ PARAM001"" checks",2025-11-15 20:45:00+0000,1757
"""Nadish @ NADSH001"" bets 277",2025-11-15 20:45:00+0000,1758
"""Param @ PARAM001"" calls 277",2025-11-15 20:45:00+0000,1759
"""Nadish @ NADSH001"" shows a 9♣, 2♥.",2025-11-15 20:45:00+0000,1760
"""Param @ PARAM001"" collected 906 from pot",2025-11-15 20:45:00+0000,1761
"-- ending hand #71 --",2025-11-15 20:45:00+0000,1762
"-- starting hand #70 (id: lpdxlamh7pxe)  No Limit Texas Hold'em (dealer: ""Gagan @ GAGAN001"") --",2025-11-15 20:43:30+0000,1708
"Player stacks: #1 ""Param @ PARAM001"" (2903) | #2 ""Nadish @ NADSH001"" (7052) | #3 ""Raghav @ RGHAV001"" (4779) | #4 ""Gagan @ GAGAN001"" (6854) | #5 ""Justin @ JSTN0001"" (1374) | #6 ""Anujan @ ANJN0001"" (2163)",2025-11-15 20:43:30+0000,1709
"Your hand is K♦, J♠",2025-11-15 20:43:30+0000,1710
"""Justin @ JSTN0001"" posts a small blind of 10",2025-11-15 20:43:30+0000,1711
"""Anujan @ ANJN0001"" posts a big blind of 20",2025-11-15 20:43:30+0000,1712
"""Param @ PARAM001"" calls 20",2025-11-15 20:43:30+0000,1713
"""Nadish @ NADSH001"" calls 20",2025-11-15 20:43:30+0000,1714
"""Raghav @ RGHAV001"" folds",2025-11-15 20:43:30+0000,1715
"""Gagan @ GAGAN001"" calls 20",2025-11-15 20:43:30+0000,1716
"""Justin @ JSTN0001"" calls 20",2025-11-15 20:43:30+0000,1717
"""Anujan @ ANJN0001"" checks",2025-11-15 20:43:30+0000,1718
"Flop:  [Q♠, 8♥, T♠]",2025-11-15 20:43:30+0000,1719
"""Justin @ JSTN0001"" bets 96",2025-11-15 20:43:30+0000,1720
"""Anujan @ ANJN0001"" calls 96",2025-11-15 20:43:30+0000,1721
"""Param @ PARAM001"" folds",2025-11-15 20:43:30+0000,1722
"""Nadish @ NADSH001"" calls 96",2025-11-15 20:43:30+0000,1723
"""Gagan @ GAGAN001"" calls 96",2025-11-15 20:43:30+0000,1724
"Turn: Q♠, 8♥, T♠ [3♠]",2025-11-15 20:43:30+0000,1725
"""Justin @ JSTN0001"" bets 390",2025-11-15 20:43:30+0000,1726
"""Anujan @ ANJN0001"" folds",2025-11-15 20:43:30+0000,1727
"""Nadish @ NADSH001"" folds",2025-11-15 20:43:30+0000,1728
"""Gagan @ GAGAN001"" calls 390",2025-11-15 20:43:30+0000,1729
"River: Q♠, 8♥, T♠, 3♠ [2♠]",2025-11-15 20:43:30+0000,1730
"""Justin @ JSTN0001"" checks",2025-11-15 20:43:30+0000,1731
"""Gagan @ GAGAN001"" bets 1010",2025-11-15 20:43:30+0000,1732
"""Justin @ JSTN0001"" calls 868",2025-11-15 20:43:30+0000,1733
"""Gagan @ GAGAN001"" shows a T♥, 6♥.",2025-11-15 20:43:30+0000,1734
"""Justin @ JSTN0001"" shows a 7♥, 9♣.",2025-11-15 20:43:30+0000,1735
"""Gagan @ GAGAN001"" collected 3142 from pot",2025-11-15 20:43:30+0000,1736
"-- ending hand #70 --",2025-11-15 20:43:30+0000,1737
"-- starting hand #69 (id: toah641pbe1n)  No Limit Texas Hold'em (dealer: ""Raghav @ RGHAV001"") --",2025-11-15 20:42:00+0000,1678
"Player stacks: #1 ""Param @ PARAM001"" (2903) | #2 ""Nadish @ NADSH001"" (8656) | #3 ""Raghav @ RGHAV001"" (4779) | #4 ""Gagan @ GAGAN001"" (3646) | #5 ""Justin @ JSTN0001"" (2978) | #6 ""Anujan @ ANJN0001"" (2163)",2025-11-15 20:42:00+0000,1679
"Your hand is 8♦, 2♦",2025-11-15 20:42:00+0000,1680
"""Gagan @ GAGAN001"" posts a small blind of 10",2025-11-15 20:42:00+0000,1681
"""Justin @ JSTN0001"" posts a big blind of 20",2025-11-15 20:42:00+0000,1682
"""Anujan @ ANJN0001"" folds",2025-11-15 20:42:00+0000,1683
"""Param @ PARAM001"" folds",2025-11-15 20:42:00+0000,1684
"""Nadish @ NADSH001"" calls 20",2025-11-15 20:42:00+0000,1685
"""Raghav @ RGHAV001"" folds",2025-11-15 20:42:00+0000,1686
"""Gagan @ GAGAN001"" calls 20",2025-11-15 20:42:00+0000,1687
"""Justin @ JSTN0001"" checks",2025-11-15 20:42:00+0000,1688
"Flop:  [4♦, 7♠, 7♦]",2025-11-15 20:42:00+0000,1689
"""Gagan @ GAGAN001"" bets 40",2025-11-15 20:42:00+0000,1690
"""Justin @ JSTN0001"" calls 40",2025-11-15 20:42:00+0000,1691
"""Nadish @ NADSH001"" calls 40",2025-11-15 20:42:00+0000,1692
"Turn: 4♦, 7♠, 7♦ [A♦]",2025-11-15 20:42:00+0000,1693
"""Gagan @ GAGAN001"" checks",2025-11-15 20:42:00+0000,1694
"""Justin @ JSTN0001"" bets 104",2025-11-15 20:42:00+0000,1695
"""Nadish @ NADSH001"" calls 104",2025-11-15 20:42:00+0000,1696
"""Gagan @ GAGAN001"" calls 104",2025-11-15 20:42:00+0000,1697
"River: 4♦, 7♠, 7♦, A♦ [5♦]",2025-11-15 20:42:00+0000,1698
"""Gagan @ GAGAN001"" bets 330",2025-11-15 20:42:00+0000,1699
"""Justin @ JSTN0001"" raises to 1440",2025-11-15 20:42:00+0000,1700
"""Nadish @ NADSH001"" calls 1440",2025-11-15 20:42:00+0000,1701
"""Gagan @ GAGAN001"" calls 1440",2025-11-15 20:42:00+0000,1702
"""Nadish @ NADSH001"" shows a 3♣, K♠.",2025-11-15 20:42:00+0000,1703
"""Gagan @ GAGAN001"" shows a K♥, 4♥.",2025-11-15 20:42:00+0000,1704
"""Justin @ JSTN0001"" shows a 4♣, Q♣.",2025-11-15 20:42:00+0000,1705
"""Gagan @ GAGAN001"" collected 4812 from pot",2025-11-15 20:42:00+0000,1706
"-- ending hand #69 --",2025-11-15 20:42:00+0000,1707
"-- starting hand #68 (id: 28729y9kl41s)  No Limit Texas Hold'em (dealer: ""Nadish @ NADSH001"") --",2025-11-15 20:40:30+0000,1647
"Player stacks: #1 ""Param @ PARAM001"" (2270) | #2 ""Nadish @ NADSH001"" (8656) | #3 ""Raghav @ RGHAV001"" (4789) | #4 ""Gagan @ GAGAN001"" (3915) | #5 ""Justin @ JSTN0001"" (3063) | #6 ""Anujan @ ANJN0001"" (2432)",2025-11-15 20:40:30+0000,1648
"Your hand is 8♠, 9♦",2025-11-15 20:40:30+0000,1649
"""Raghav @ RGHAV001"" posts a small blind of 10",2025-11-15 20:40:30+0000,1650
"""Gagan @ GAGAN001"" posts a big blind of 20",2025-11-15 20:40:30+0000,1651
"""Justin @ JSTN0001"" calls 20",2025-11-15 20:40:30+0000,1652
"""Anujan @ ANJN0001"" calls 20",2025-11-15 20:40:30+0000,1653
"""Param @ PARAM001"" calls 20",2025-11-15 20:40:30+0000,1654
"""Nadish @ NADSH001"" folds",2025-11-15 20:40:30+0000,1655
"""Raghav @ RGHAV001"" folds",2025-11-15 20:40:30+0000,1656
"""Gagan @ GAGAN001"" checks",2025-11-15 20:40:30+0000,1657
"Flop:  [8♥, 3♠, 5♠]",2025-11-15 20:40:30+0000,1658
"""Gagan @ GAGAN001"" checks",2025-11-15 20:40:30+0000,1659
"""Justin @ JSTN0001"" bets 65",2025-11-15 20:40:30+0000,1660
"""Anujan @ ANJN0001"" calls 65",2025-11-15 20:40:30+0000,1661
"""Param @ PARAM001"" calls 65",2025-11-15 20:40:30+0000,1662
"""Gagan @ GAGAN001"" calls 65",2025-11-15 20:40:30+0000,1663
"Turn: 8♥, 3♠, 5♠ [9♠]",2025-11-15 20:40:30+0000,1664
"""Gagan @ GAGAN001"" checks",2025-11-15 20:40:30+0000,1665
"""Justin @ JSTN0001"" checks",2025-11-15 20:40:30+0000,1666
"""Anujan @ ANJN0001"" checks",2025-11-15 20:40:30+0000,1667
"""Param @ PARAM001"" checks",2025-11-15 20:40:30+0000,1668
"River: 8♥, 3♠, 5♠, 9♠ [7♣]",2025-11-15 20:40:30+0000,1669
"""Gagan @ GAGAN001"" bets 184",2025-11-15 20:40:30+0000,1670
"""Justin @ JSTN0001"" folds",2025-11-15 20:40:30+0000,1671
"""Anujan @ ANJN0001"" calls 184",2025-11-15 20:40:30+0000,1672
"""Param @ PARAM001"" calls 184",2025-11-15 20:40:30+0000,1673
"""Gagan @ GAGAN001"" shows a A♣, 5♣.",2025-11-15 20:40:30+0000,1674
"""Anujan @ ANJN0001"" shows a 3♦, 7♦.",2025-11-15 20:40:30+0000,1675
"""Param @ PARAM001"" collected 902 from pot",2025-11-15 20:40:30+0000,1676
"-- ending hand #68 --",2025-11-15 20:40:30+0000,1677
"-- starting hand #67 (id: 8k8lx6vtrmc9)  No Limit Texas Hold'em (dealer: ""Param @ PARAM001"") --",2025-11-15 20:39:00+0000,1635
"Player stacks: #1 ""Param @ PARAM001"" (2270) | #2 ""Nadish @ NADSH001"" (8666) | #3 ""Raghav @ RGHAV001"" (4779) | #4 ""Gagan @ GAGAN001"" (3915) | #5 ""Justin @ JSTN0001"" (3063) | #6 ""Anujan @ ANJN0001"" (2432)",2025-11-15 20:39:00+0000,1636
"Your hand is 7♠, K♠",2025-11-15 20:39:00+0000,1637
"""Nadish @ NADSH001"" posts a small blind of 10",2025-11-15 20:39:00+0000,1638
"""Raghav @ RGHAV001"" posts a big blind of 20",2025-11-15 20:39:00+0000,1639
"""Gagan @ GAGAN001"" folds",2025-11-15 20:39:00+0000,1640
"""Justin @ JSTN0001"" folds",2025-11-15 20:39:00+0000,1641
"""Anujan @ ANJN0001"" folds",2025-11-15 20:39:00+0000,1642
"""Param @ PARAM001"" folds",2025-11-15 20:39:00+0000,1643
"""Nadish @ NADSH001"" folds",2025-11-15 20:39:00+0000,1644
"""Raghav @ RGHAV001"" collected 30 from pot",2025-11-15 20:39:00+0000,1645
"-- ending hand #67 --",2025-11-15 20:39:00+0000,1646
"-- starting hand #66 (id: iiegjbmfric3)  No Limit Texas Hold'em (dealer: ""Anujan @ ANJN0001"") --",2025-11-15 20:37:30+0000,1608
"Player stacks: #1 ""Param @ PARAM001"" (2280) | #2 ""Nadish @ NADSH001"" (8752) | #3 ""Raghav @ RGHAV001"" (4799) | #4 ""Gagan @ GAGAN001"" (3915) | #5 ""Justin @ JSTN0001"" (2032) | #6 ""Anujan @ ANJN0001"" (3347)",2025-11-15 20:37:30+0000,1609
"Your hand is T♠, 4♣",2025-11-15 20:37:30+0000,1610
"""Param @ PARAM001"" posts a small blind of 10",2025-11-15 20:37:30+0000,1611
"""Nadish @ NADSH001"" posts a big blind of 20",2025-11-15 20:37:30+0000,1612
"""Raghav @ RGHAV001"" calls 20",2025-11-15 20:37:30+0000,1613
"""Gagan @ GAGAN001"" folds",2025-11-15 20:37:30+0000,1614
"""Justin @ JSTN0001"" calls 20",2025-11-15 20:37:30+0000,1615
"""Anujan @ ANJN0001"" calls 20",2025-11-15 20:37:30+0000,1616
"""Param @ PARAM001"" folds",2025-11-15 20:37:30+0000,1617
"""Nadish @ NADSH001"" checks",2025-11-15 20:37:30+0000,1618
"Flop:  [K♥, 5♥, 4♠]",2025-11-15 20:37:30+0000,1619
"""Nadish @ NADSH001"" bets 66",2025-11-15 20:37:30+0000,1620
"""Raghav @ RGHAV001"" folds",2025-11-15 20:37:30+0000,1621
"""Justin @ JSTN0001"" raises to 325",2025-11-15 20:37:30+0000,1622
"""Anujan @ ANJN0001"" calls 325",2025-11-15 20:37:30+0000,1623
"""Nadish @ NADSH001"" folds",2025-11-15 20:37:30+0000,1624
"Turn: K♥, 5♥, 4♠ [K♦]",2025-11-15 20:37:30+0000,1625
"""Justin @ JSTN0001"" checks",2025-11-15 20:37:30+0000,1626
"""Anujan @ ANJN0001"" checks",2025-11-15 20:37:30+0000,1627
"River: K♥, 5♥, 4♠, K♦ [3♥]",2025-11-15 20:37:30+0000,1628
"""Justin @ JSTN0001"" bets 570",2025-11-15 20:37:30+0000,1629
"""Anujan @ ANJN0001"" calls 570",2025-11-15 20:37:30+0000,1630
"""Justin @ JSTN0001"" shows a 2♦, J♥.",2025-11-15 20:37:30+0000,1631
"""Anujan @ ANJN0001"" shows a Q♣, 9♥.",2025-11-15 20:37:30+0000,1632
"""Justin @ JSTN0001"" collected 1946 from pot",2025-11-15 20:37:30+0000,1633
"-- ending hand #66 --",2025-11-15 20:37:30+0000,1634
"-- starting hand #65 (id: agr46affg2jn)  No Limit Texas Hold'em (dealer: ""Justin @ JSTN0001"") --",2025-11-15 20:36:00+0000,1576
"Player stacks: #1 ""Param @ PARAM001"" (2300) | #2 ""Nadish @ NADSH001"" (8772) | #3 ""Raghav @ RGHAV001"" (4819) | #4 ""Gagan @ GAGAN001"" (4529) | #5 ""Justin @ JSTN0001"" (1348) | #6 ""Anujan @ ANJN0001"" (3357)",2025-11-15 20:36:00+0000,1577
"Your hand is 3♦, 2♣",2025-11-15 20:36:00+0000,1578
"""Anujan @ ANJN0001"" posts a small blind of 10",2025-11-15 20:36:00+0000,1579
"""Param @ PARAM001"" posts a big blind of 20",2025-11-15 20:36:00+0000,1580
"""Nadish @ NADSH001"" calls 20",2025-11-15 20:36:00+0000,1581
"""Raghav @ RGHAV001"" calls 20",2025-11-15 20:36:00+0000,1582
"""Gagan @ GAGAN001"" calls 20",2025-11-15 20:36:00+0000,1583
"""Justin @ JSTN0001"" calls 20",2025-11-15 20:36:00+0000,1584
"""Anujan @ ANJN0001"" folds",2025-11-15 20:36:00+0000,1585
"""Param @ PARAM001"" checks",2025-11-15 20:36:00+0000,1586
"Flop:  [3♥, 8♣, 9♥]",2025-11-15 20:36:00+0000,1587
"""Param @ PARAM001"" checks",2025-11-15 20:36:00+0000,1588
"""Nadish @ NADSH001"" checks",2025-11-15 20:36:00+0000,1589
"""Raghav @ RGHAV001"" checks",2025-11-15 20:36:00+0000,1590
"""Gagan @ GAGAN001"" checks",2025-11-15 20:36:00+0000,1591
"""Justin @ JSTN0001"" bets 65",2025-11-15 20:36:00+0000,1592
"""Param @ PARAM001"" folds",2025-11-15 20:36:00+0000,1593
"""Nadish @ NADSH001"" folds",2025-11-15 20:36:00+0000,1594
"""Raghav @ RGHAV001"" folds",2025-11-15 20:36:00+0000,1595
"""Gagan @ GAGAN001"" raises to 245",2025-11-15 20:36:00+0000,1596
"""Justin @ JSTN0001"" calls 245",2025-11-15 20:36:00+0000,1597
"Turn: 3♥, 8♣, 9♥ [6♠]",2025-11-15 20:36:00+0000,1598
"""Gagan @ GAGAN001"" bets 349",2025-11-15 20:36:00+0000,1599
"""Justin @ JSTN0001"" calls 349",2025-11-15 20:36:00+0000,1600
"River: 3♥, 8♣, 9♥, 6♠ [3♠]",2025-11-15 20:36:00+0000,1601
"""Gagan @ GAGAN001"" checks",2025-11-15 20:36:00+0000,1602
"""Justin @ JSTN0001"" checks",2025-11-15 20:36:00+0000,1603
"""Gagan @ GAGAN001"" shows a Q♥, J♥.",2025-11-15 20:36:00+0000,1604
"""Justin @ JSTN0001"" shows a 7♣, 3♣.",2025-11-15 20:36:00+0000,1605
"""Justin @ JSTN0001"" collected 1298 from pot",2025-11-15 20:36:00+0000,1606
"-- ending hand #65 --",2025-11-15 20:36:00+0000,1607
"-- starting hand #64 (id: xp6stfa3g4j7)  No Limit Texas Hold'em (dealer: ""Gagan @ GAGAN001"") --",2025-11-15 20:34:30+0000,1545
"Player stacks: #1 ""Param @ PARAM001"" (2300) | #2 ""Nadish @ NADSH001"" (8772) | #3 ""Raghav @ RGHAV001"" (4971) | #4 ""Gagan @ GAGAN001"" (4549) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (3033)",2025-11-15 20:34:30+0000,1546
"Your hand is 4♣, A♦",2025-11-15 20:34:30+0000,1547
"""Justin @ JSTN0001"" posts a small blind of 10",2025-11-15 20:34:30+0000,1548
"""Anujan @ ANJN0001"" posts a big blind of 20",2025-11-15 20:34:30+0000,1549
